PT203;FT201;P005_SPT_Porc
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.839;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.175;0.843;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.841;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.174;0.842;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.843;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.173;0.84;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.174;0.84;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.176;0.844;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.174;0.843;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.843;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.842;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.841;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.842;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.177;0.841;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.178;0.837;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.177;0.838;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.178;0.839;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.177;0.837;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.837;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.839;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.177;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.176;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.84;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
