PT203;FT201;P005_SPT_Porc
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.175;0.836;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.835;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.176;0.836;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.175;0.837;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.176;0.838;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.841;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.175;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.839;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;57.97101449
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.176;0.842;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.18;0.839;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.276;0.85;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.365;0.865;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.441;0.874;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.507;0.887;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.587;0.894;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.627;0.903;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.656;0.908;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.679;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.697;0.916;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.709;0.925;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.719;0.924;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.724;0.929;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.728;0.928;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.732;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.736;0.93;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.739;0.931;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.741;0.932;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.742;0.934;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.743;0.931;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.745;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.746;0.933;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.747;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.748;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.932;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.748;0.936;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.935;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.749;0.936;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.749;0.934;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.75;0.934;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.749;0.932;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.75;0.933;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.751;0.936;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.752;0.933;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.931;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.754;0.931;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.752;0.934;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.933;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.753;0.934;63.76811594
3.754;0.934;63.76811594
3.754;0.934;63.76811594
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.754;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.707;0.934;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.542;0.917;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.41;0.901;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.336;0.885;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.293;0.875;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.265;0.865;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.244;0.855;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.23;0.851;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.219;0.849;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.208;0.848;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.201;0.846;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.197;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.194;0.844;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.191;0.843;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.189;0.842;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.186;0.84;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.185;0.842;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.184;0.84;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.839;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.183;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.182;0.84;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.842;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.839;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.18;0.84;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.839;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.838;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.181;0.84;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.183;0.841;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.838;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
3.182;0.839;57.97101449
